MONTHS_SINCE_ORIGIN,DONOR_AGE,IN_HOUSE,SES,CLUSTER_CODE,INCOME_GROUP,MOR_HIT_RATE,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PER_CAPITA_INCOME,PCT_ATTRIBUTE1,PCT_ATTRIBUTE2,PCT_ATTRIBUTE3,PCT_ATTRIBUTE4,PEP_STAR,RECENT_STAR_STATUS,FREQUENCY_STATUS_97NK,RECENT_RESPONSE_PROP,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_PROP,RECENT_AVG_CARD_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LAST_GIFT_AMT,CARD_PROM_12,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT,FILE_CARD_GIFT,URBANICITY_e,DONOR_GENDER_e,OVERLAY_SOURCE_e,RECENCY_STATUS_96NK_e,DONATION_TYPE
113.0,76.0,0.0,1.0,24.0,2.0,9.0,1271.0,324.0,80.0,17340.0,0.0,47.0,12.0,63.0,1.0,0.0,1.0,0.125,11.0,0.0,0.0,2.0,0.0,17.0,21.0,55.0,133.0,14.0,9.5,10.0,12.0,2.0,6.0,17.0,105.0,7.0,0.0,1.0,0.0,0.0,C
17.0,37.0,0.0,2.0,38.0,4.0,0.0,1113.0,206.0,49.0,11015.0,0.0,38.0,19.0,67.0,0.0,0.0,1.0,0.2,20.0,0.5,20.0,1.0,1.0,17.0,5.0,14.0,20.0,1.0,20.0,0.0,20.0,4.0,10.0,17.0,17.0,1.0,3.0,1.0,3.0,2.0,B
17.0,73.0,0.0,2.0,46.0,3.0,0.0,1413.0,306.0,82.0,18792.0,0.0,34.0,22.0,58.0,0.0,0.0,3.0,0.25,7.5,0.5,7.5,2.0,2.0,16.0,8.0,19.0,20.0,3.0,6.67,5.0,10.0,6.0,13.0,16.0,21.0,2.0,1.0,0.0,0.0,3.0,B
17.0,66.0,0.0,2.0,28.0,7.0,5.0,1039.0,279.0,55.0,15485.0,0.0,39.0,24.0,45.0,0.0,0.0,1.0,0.2,25.0,0.5,25.0,1.0,1.0,17.0,6.0,14.0,25.0,1.0,25.0,0.0,25.0,5.0,11.0,17.0,17.0,1.0,0.0,1.0,0.0,2.0,A
53.0,76.0,0.0,1.0,35.0,7.0,4.0,1464.0,480.0,86.0,18525.0,0.0,12.0,38.0,41.0,0.0,0.0,3.0,0.211,6.75,0.25,6.0,4.0,2.0,16.0,16.0,37.0,42.0,6.0,7.0,5.0,7.0,6.0,13.0,16.0,51.0,3.0,3.0,1.0,0.0,0.0,D
77.0,47.0,0.0,2.0,40.0,7.0,0.0,1521.0,412.0,82.0,19703.0,0.0,44.0,31.0,24.0,1.0,1.0,2.0,0.111,12.5,0.14300000000000002,5.0,2.0,1.0,24.0,17.0,47.0,60.0,7.0,8.57,15.0,5.0,4.0,9.0,24.0,76.0,4.0,3.0,1.0,0.0,4.0,E
65.0,42.0,0.0,2.0,48.0,4.0,1.0,1333.0,340.0,86.0,16145.0,0.0,45.0,15.0,49.0,0.0,0.0,4.0,0.333,11.4,0.429,10.33,5.0,3.0,16.0,10.0,30.0,92.0,9.0,10.22,10.0,10.0,4.0,10.0,16.0,64.0,4.0,1.0,0.0,0.0,0.0,C
41.0,71.0,0.0,2.0,49.0,2.0,0.0,510.0,203.0,78.0,10514.0,0.0,38.0,27.0,27.0,0.0,0.0,4.0,0.25,11.6,0.222,12.5,5.0,2.0,17.0,14.0,35.0,63.0,6.0,10.5,10.0,15.0,6.0,13.0,17.0,40.0,2.0,1.0,0.0,3.0,0.0,C
41.0,67.0,0.0,1.0,24.0,5.0,0.0,1217.0,465.0,71.0,29913.0,4.0,34.0,48.0,22.0,1.0,1.0,3.0,0.263,11.4,0.3,11.67,5.0,3.0,17.0,16.0,39.0,69.0,7.0,9.86,10.0,15.0,6.0,13.0,17.0,44.0,4.0,0.0,0.0,3.0,4.0,D
113.0,64.10062375810612,0.0,2.0,49.0,2.0,0.0,879.0,422.0,87.0,13128.0,0.0,37.0,29.0,22.0,1.0,1.0,3.0,0.263,10.2,0.273,11.67,5.0,3.0,17.0,29.0,71.0,176.0,22.0,8.0,10.0,5.0,6.0,12.0,17.0,110.0,11.0,1.0,1.0,3.0,4.0,D
125.0,81.0,0.0,2.0,16.0,2.0,0.0,788.0,333.0,75.0,13445.0,0.0,43.0,30.0,34.0,1.0,1.0,2.0,0.25,13.0,0.222,12.5,4.0,2.0,17.0,30.0,66.0,282.0,27.0,10.44,12.0,10.0,4.0,6.0,17.0,125.0,14.0,2.0,0.0,0.0,4.0,D
41.0,64.0,0.0,2.0,49.0,5.0,0.0,538.0,227.0,70.0,10590.0,0.0,39.0,27.0,32.0,0.0,0.0,4.0,0.389,5.0,0.333,5.33,7.0,3.0,16.0,15.0,36.0,40.0,8.0,5.0,4.0,6.0,6.0,12.0,16.0,45.0,4.0,1.0,1.0,3.0,0.0,E
89.0,77.0,0.0,1.0,42.0,2.0,1.0,978.0,312.0,83.0,12859.0,2.0,42.0,39.0,28.0,0.0,0.0,1.0,0.053,23.0,0.0,0.0,1.0,0.0,18.0,23.0,58.0,92.0,6.0,15.33,18.0,23.0,6.0,13.0,18.0,89.0,4.0,1.0,0.0,1.0,0.0,B
29.0,73.0,0.0,1.0,24.0,4.202243872167788,0.0,1417.0,287.0,81.0,16021.0,0.0,38.0,27.0,56.0,0.0,0.0,1.0,0.14300000000000002,12.5,0.14300000000000002,15.0,2.0,1.0,21.0,8.0,19.0,31.0,3.0,10.33,9.0,15.0,2.0,5.0,21.0,32.0,1.0,0.0,1.0,2.0,0.0,C
65.0,58.42830736238788,0.0,2.0,40.0,3.8182754973010784,0.0,871.0,339.0,86.0,11889.0,1.0,52.0,36.0,20.0,0.0,0.0,3.0,0.158,10.0,0.125,10.0,3.0,1.0,23.0,15.0,42.0,57.0,6.0,9.5,10.0,15.0,6.0,13.0,18.0,57.0,2.0,3.0,0.0,2.0,0.0,C
125.0,49.0,0.0,3.0,31.0,5.0,6.0,735.0,192.0,38.0,10690.0,8.0,42.0,29.0,20.0,1.0,4.0,1.0,0.095,17.5,0.2,17.5,2.0,2.0,23.0,32.0,71.0,186.0,14.0,13.29,24.0,10.0,5.0,12.0,23.0,120.0,9.0,0.0,0.0,0.0,0.0,B
77.0,78.0,0.0,2.0,40.0,3.0952883161732405,0.0,886.0,293.0,76.0,16413.0,0.0,44.0,19.0,57.0,1.0,1.0,4.0,0.364,19.5,0.182,21.0,8.0,2.0,15.0,24.0,61.0,312.0,18.0,17.33,17.0,19.0,6.0,14.0,15.0,75.0,5.0,3.0,0.0,2.0,4.0,B
41.0,40.0,0.0,3.0,30.0,3.5764116024054102,0.0,929.0,327.0,81.0,12995.0,1.0,36.0,34.0,31.0,1.0,1.0,3.0,0.263,10.0,0.3,9.33,5.0,3.0,16.0,16.0,39.0,68.0,8.0,8.5,7.0,10.0,6.0,15.0,16.0,44.0,5.0,0.0,0.0,2.0,4.0,D
101.0,54.0,0.0,2.0,27.0,4.0,2.0,957.0,418.0,82.0,14668.0,0.0,43.0,15.0,31.0,1.0,1.0,2.0,0.136,18.33,0.091,15.0,3.0,1.0,17.0,30.0,69.0,241.0,16.0,15.06,20.0,25.0,6.0,13.0,17.0,93.0,7.0,0.0,1.0,0.0,4.0,A
89.0,65.23810022789164,0.0,2.0,28.0,3.0974006509495084,0.0,810.0,246.0,70.0,14771.0,0.0,51.0,31.0,45.0,1.0,1.0,4.0,0.417,4.2,0.4,5.0,5.0,2.0,17.0,18.0,49.0,41.0,11.0,3.73,4.0,5.0,6.0,13.0,17.0,87.0,5.0,0.0,0.0,2.0,4.0,E
53.0,69.17211212993634,0.0,1.0,23.0,3.0,5.0,1461.0,313.0,90.0,20659.0,0.0,70.0,12.0,89.0,1.0,1.0,4.0,0.471,5.0,0.556,5.0,8.0,5.0,16.0,14.0,34.0,55.0,11.0,5.0,0.0,5.0,4.0,8.0,16.0,52.0,6.0,0.0,0.0,0.0,4.0,E
113.0,71.0,0.0,1.0,23.0,4.0,0.0,1461.0,313.0,90.0,20659.0,0.0,70.0,12.0,89.0,1.0,1.0,3.0,0.316,7.0,0.5,7.0,6.0,5.0,17.0,27.0,67.0,121.0,19.0,6.37,7.0,7.0,5.0,12.0,17.0,105.0,12.0,0.0,1.0,0.0,4.0,E
65.0,61.65726418344432,0.0,1.0,24.0,5.079679491605469,0.0,2049.0,442.0,84.0,24413.0,0.0,61.0,27.0,46.0,0.0,0.0,1.0,0.1,31.0,0.091,27.0,2.0,1.0,18.0,21.0,48.0,127.0,5.0,25.4,15.0,35.0,6.0,13.0,18.0,56.0,1.0,0.0,1.0,2.0,0.0,B
65.0,54.59714209714856,0.0,1.0,35.0,4.662921194585271,0.0,925.0,404.0,89.0,14254.0,5.0,40.0,38.0,30.0,1.0,1.0,2.0,0.182,20.5,0.182,18.5,4.0,2.0,21.0,20.0,50.0,144.0,9.0,16.0,20.0,21.0,6.0,15.0,21.0,56.0,6.0,3.0,0.0,2.0,4.0,B
137.0,59.13682141521686,0.0,2.0,18.0,4.025203639184654,0.0,652.0,427.0,66.0,15375.0,0.0,20.0,49.0,15.0,1.0,1.0,2.0,0.182,21.75,0.091,20.0,4.0,1.0,18.0,33.0,78.0,269.0,19.0,14.16,22.0,22.0,6.0,14.0,18.0,110.0,7.0,2.0,0.0,2.0,4.0,B
29.0,75.0,0.0,2.0,36.0,4.0,8.0,1038.0,294.0,85.0,12639.0,0.0,47.0,27.0,27.0,1.0,1.0,3.0,0.267,7.25,0.429,7.33,4.0,3.0,21.0,11.0,26.0,35.0,5.0,7.0,5.0,6.0,6.0,12.0,18.0,33.0,3.0,3.0,1.0,0.0,4.0,D
101.0,78.0,0.0,1.0,3.0,2.0,0.0,430.0,221.0,57.0,8096.0,0.0,47.0,16.0,44.0,1.0,0.0,2.0,0.15,10.67,0.333,10.67,3.0,3.0,20.0,25.0,62.0,113.0,11.0,10.27,10.0,12.0,6.0,13.0,20.0,86.0,8.0,4.0,0.0,3.0,0.0,C
29.0,75.0,0.0,3.0,31.0,1.0,1.0,551.0,138.0,42.0,9290.0,0.0,45.0,26.0,35.0,0.0,0.0,2.0,0.231,25.0,0.429,25.0,3.0,3.0,21.0,11.0,25.0,75.0,3.0,25.0,10.0,25.0,6.0,13.0,21.0,28.0,3.0,0.0,0.0,0.0,0.0,B
77.0,45.0,0.0,2.0,5.0,4.0,1.0,646.0,357.0,73.0,13882.0,0.0,55.0,26.0,28.0,1.0,1.0,4.0,0.273,10.0,0.182,10.0,6.0,2.0,16.0,22.0,57.0,216.0,18.0,12.0,15.0,10.0,4.0,9.0,16.0,77.0,6.0,4.0,0.0,0.0,4.0,D
29.0,27.0,0.0,2.0,16.0,4.0,0.0,716.0,265.0,34.0,12067.0,5.0,29.0,42.0,18.0,0.0,0.0,1.0,0.16699999999999998,12.5,0.0,0.0,2.0,0.0,18.0,8.0,22.0,25.0,2.0,12.5,15.0,20.0,4.0,11.0,18.0,28.0,0.0,2.0,1.0,3.0,0.0,D
137.0,67.0,0.0,3.0,8.0,6.0,1.0,558.0,211.0,54.0,8733.0,7.0,44.0,39.0,17.0,1.0,1.0,4.0,0.647,3.0,0.8,2.63,11.0,8.0,17.0,30.0,63.0,101.0,41.0,2.46,4.0,2.0,5.0,11.0,17.0,121.0,23.0,4.0,1.0,0.0,4.0,E
41.0,66.0,0.0,2.0,18.0,4.048434152038151,0.0,877.0,415.0,84.0,14758.0,1.0,39.0,47.0,18.0,0.0,0.0,4.0,0.263,11.8,0.333,11.33,5.0,3.0,17.0,15.0,39.0,79.0,7.0,11.29,4.0,10.0,6.0,14.0,15.0,45.0,4.0,2.0,0.0,2.0,0.0,D
65.0,45.0,0.0,2.0,20.0,3.686358945181029,0.0,559.0,229.0,72.0,8359.0,15.0,33.0,19.0,14.0,1.0,1.0,4.0,0.667,8.0,0.727,7.88,12.0,8.0,15.0,21.0,52.0,157.0,22.0,7.14,5.0,7.0,6.0,15.0,15.0,65.0,13.0,2.0,0.0,2.0,4.0,E
41.0,67.0,0.0,2.0,18.0,4.0,7.0,987.0,393.0,87.0,13350.0,10.0,36.0,33.0,31.0,1.0,0.0,2.0,0.19,25.0,0.3,25.0,4.0,3.0,20.0,15.0,36.0,110.0,5.0,22.0,20.0,30.0,6.0,13.0,20.0,41.0,4.0,2.0,0.0,0.0,0.0,B
29.0,49.0,0.0,2.0,16.0,4.0,0.0,754.0,290.0,74.0,10677.0,2.0,49.0,28.0,44.0,1.0,0.0,2.0,0.2,16.0,0.28600000000000003,14.0,3.0,2.0,19.0,11.0,25.0,48.0,3.0,16.0,7.0,20.0,6.0,12.0,19.0,30.0,2.0,2.0,1.0,3.0,0.0,B
41.0,35.0,0.0,1.0,12.0,4.0,3.0,940.0,335.0,56.0,17478.0,0.0,53.0,31.0,44.0,0.0,0.0,1.0,0.071,17.0,0.0,0.0,1.0,0.0,18.0,9.0,24.0,32.0,2.0,16.0,2.0,17.0,4.0,10.0,18.0,34.0,0.0,2.0,1.0,0.0,0.0,B
77.0,61.0,0.0,2.0,16.0,2.0,0.0,876.0,335.0,69.0,15179.0,9.0,49.0,55.0,32.0,1.0,1.0,3.0,0.19,10.5,0.2,10.0,4.0,2.0,19.0,21.0,50.0,83.0,10.0,8.3,9.0,12.0,6.0,12.0,19.0,77.0,7.0,2.0,0.0,3.0,4.0,D
89.0,35.0,0.0,3.0,31.0,4.0,0.0,663.0,205.0,20.0,10959.0,11.0,45.0,30.0,12.0,1.0,1.0,2.0,0.136,14.0,0.273,14.0,3.0,3.0,22.0,27.0,70.0,331.0,25.0,13.24,17.0,10.0,6.0,13.0,22.0,84.0,13.0,0.0,0.0,3.0,4.0,B
17.0,57.0,0.0,2.0,25.0,4.0,0.0,699.0,262.0,38.0,12872.0,0.0,38.0,23.0,26.0,0.0,0.0,1.0,0.2,15.0,0.5,15.0,1.0,1.0,17.0,5.0,12.0,15.0,1.0,15.0,0.0,15.0,4.0,10.0,17.0,17.0,1.0,0.0,1.0,3.0,2.0,B
41.0,51.04084521952119,0.0,2.0,27.0,5.0,2.0,883.0,294.0,47.0,13642.0,0.0,28.0,52.0,0.0,0.0,0.0,2.0,0.19,14.25,0.3,10.67,4.0,3.0,23.0,14.0,33.0,57.0,4.0,14.25,20.0,20.0,6.0,13.0,23.0,36.0,3.0,0.0,1.0,0.0,0.0,C
137.0,83.0,0.0,2.0,27.0,2.0,5.0,874.0,355.0,84.0,13393.0,0.0,39.0,37.0,38.0,1.0,4.0,1.0,0.267,5.0,0.333,1.67,4.0,3.0,17.0,33.0,62.0,101.0,25.0,4.04,14.0,15.0,6.0,12.0,17.0,126.0,13.0,0.0,1.0,0.0,0.0,D
29.0,49.0,0.0,1.0,42.0,7.0,0.0,1206.0,542.0,88.0,18113.0,0.0,30.0,29.0,31.0,0.0,0.0,1.0,0.154,13.0,0.333,13.0,2.0,2.0,22.0,9.0,22.0,26.0,2.0,13.0,6.0,16.0,4.0,10.0,22.0,29.0,2.0,1.0,0.0,3.0,0.0,E
29.0,56.521825315693576,0.0,2.0,26.0,3.3357619427716623,0.0,683.0,199.0,34.0,13282.0,0.0,32.0,34.0,42.0,1.0,0.0,3.0,0.25,8.67,0.5,8.67,3.0,3.0,20.0,10.0,25.0,36.0,4.0,9.0,6.0,10.0,6.0,13.0,19.0,29.0,3.0,0.0,1.0,2.0,0.0,D
29.0,59.0,0.0,3.0,30.0,3.0,22.0,555.0,305.0,65.0,11395.0,2.0,45.0,51.0,24.0,1.0,0.0,4.0,0.333,12.2,0.5,10.25,5.0,4.0,18.0,12.0,28.0,79.0,7.0,11.29,14.0,20.0,6.0,13.0,18.0,29.0,4.0,0.0,0.0,0.0,0.0,D
89.0,71.0,0.0,2.0,25.0,2.0,0.0,755.0,210.0,18.0,11983.0,17.0,31.0,53.0,3.0,0.0,0.0,1.0,0.1,10.0,0.111,10.0,2.0,1.0,26.0,24.0,59.0,165.0,10.0,16.5,45.0,10.0,4.0,9.0,26.0,87.0,4.0,0.0,0.0,3.0,0.0,D
29.0,60.13594806842106,0.0,2.0,36.0,1.0,1.0,457.0,259.0,73.0,12804.0,0.0,39.0,41.0,39.0,0.0,0.0,3.0,0.154,5.0,0.333,5.0,2.0,2.0,20.0,10.0,26.0,34.0,5.0,6.8,7.0,10.0,6.0,12.0,18.0,29.0,2.0,3.0,0.0,1.0,0.0,C
41.0,51.84495383428706,0.0,1.0,24.0,7.0,0.0,705.0,337.0,62.0,20987.0,0.0,47.0,22.0,39.0,0.0,0.0,2.0,0.238,36.0,0.273,33.33,5.0,3.0,19.0,16.0,39.0,215.0,7.0,30.71,40.0,50.0,6.0,13.0,19.0,41.0,4.0,0.0,0.0,3.0,0.0,A
113.0,34.0,0.0,2.0,36.0,3.080050922175607,0.0,0.0,0.0,0.0,0.0,0.0,50.0,19.0,56.0,0.0,0.0,3.0,0.25,8.4,0.333,7.33,5.0,3.0,17.0,25.0,63.0,75.0,12.0,6.25,8.0,10.0,6.0,16.0,17.0,112.0,7.0,3.0,1.0,2.0,0.0,D
29.0,50.0,0.0,2.0,36.0,4.0,25.0,635.0,236.0,66.0,11588.0,2.0,37.0,37.0,35.0,0.0,0.0,1.0,0.1,15.0,0.25,15.0,1.0,1.0,24.0,6.0,15.0,15.0,1.0,15.0,0.0,15.0,3.0,7.0,24.0,24.0,1.0,3.0,1.0,0.0,3.0,E
89.0,62.0,0.0,2.0,46.0,5.0,0.0,634.0,266.0,70.0,12161.0,1.0,34.0,32.0,35.0,0.0,0.0,2.0,0.19,10.0,0.2,10.0,4.0,2.0,25.0,24.0,55.0,79.0,12.0,6.58,8.0,10.0,6.0,11.0,25.0,88.0,6.0,1.0,1.0,3.0,0.0,D
137.0,78.0,0.0,3.0,51.0,3.0,0.0,429.0,192.0,73.0,8712.0,0.0,35.0,51.0,16.0,0.0,0.0,3.0,0.444,9.75,0.4,5.0,4.0,2.0,15.0,24.0,44.0,103.0,15.0,6.87,12.0,14.0,4.0,7.0,15.0,126.0,7.0,1.0,1.0,1.0,0.0,E
101.0,66.15113750181479,0.0,2.0,46.0,3.0,19.0,688.0,262.0,84.0,12584.0,0.0,34.0,29.0,38.0,0.0,0.0,4.0,0.188,5.0,0.16699999999999998,5.0,3.0,1.0,17.0,19.0,51.0,38.0,8.0,4.75,4.0,5.0,6.0,12.0,17.0,93.0,3.0,1.0,1.0,0.0,0.0,E
17.0,69.0,0.0,2.0,38.0,1.0,0.0,403.0,195.0,34.0,11859.0,0.0,38.0,59.0,28.0,0.0,0.0,1.0,0.2,20.0,0.5,20.0,1.0,1.0,17.0,5.0,13.0,20.0,1.0,20.0,0.0,20.0,4.0,10.0,17.0,17.0,1.0,3.0,0.0,0.0,2.0,C
77.0,74.0,0.0,2.0,49.0,3.3271064732314355,0.0,394.0,321.0,83.0,15348.0,0.0,24.0,23.0,17.0,1.0,1.0,3.0,0.273,4.0,0.273,3.67,6.0,3.0,19.0,22.0,55.0,65.0,17.0,3.82,6.0,6.0,6.0,11.0,19.0,69.0,7.0,1.0,1.0,2.0,4.0,E
65.0,58.02448014918409,0.0,2.0,45.0,3.452693159505949,0.0,433.0,200.0,73.0,10256.0,0.0,42.0,26.0,33.0,1.0,0.0,1.0,0.095,20.0,0.0,0.0,2.0,0.0,20.0,19.0,46.0,74.0,6.0,12.33,15.0,20.0,6.0,13.0,20.0,56.0,2.0,1.0,0.0,2.0,0.0,B
137.0,72.0,0.0,2.0,28.0,5.0,15.0,849.0,281.0,80.0,14308.0,0.0,43.0,37.0,46.0,1.0,0.0,2.0,0.133,10.0,0.14300000000000002,10.0,2.0,1.0,18.0,21.0,50.0,173.0,13.0,13.31,20.0,10.0,4.0,8.0,18.0,124.0,8.0,0.0,1.0,0.0,0.0,D
41.0,63.0,0.0,2.0,49.0,3.0,0.0,540.0,250.0,77.0,10936.0,0.0,39.0,28.0,34.0,0.0,0.0,1.0,0.059,15.0,0.0,0.0,1.0,0.0,18.0,12.0,34.0,30.0,3.0,10.0,10.0,15.0,4.0,12.0,18.0,44.0,2.0,1.0,1.0,3.0,0.0,B
113.0,58.932403361232566,0.0,2.0,40.0,6.0,2.0,1006.0,427.0,84.0,16068.0,0.0,39.0,38.0,30.0,1.0,4.0,2.0,0.2,15.25,0.273,15.33,4.0,3.0,15.0,30.0,75.0,296.0,21.0,14.1,20.0,15.0,6.0,13.0,15.0,113.0,13.0,3.0,1.0,0.0,0.0,B
29.0,49.0,0.0,2.0,44.0,4.0,1.0,821.0,357.0,87.0,13548.0,0.0,37.0,32.0,30.0,1.0,0.0,4.0,0.4,6.75,0.4,7.5,4.0,2.0,15.0,9.0,22.0,33.0,5.0,6.6,5.0,7.0,6.0,14.0,15.0,24.0,2.0,1.0,1.0,0.0,3.0,D
17.0,63.0,0.0,2.0,28.0,5.0,0.0,666.0,358.0,77.0,17162.0,0.0,41.0,7.0,40.0,0.0,0.0,1.0,0.2,20.0,0.5,20.0,1.0,1.0,17.0,6.0,14.0,20.0,1.0,20.0,0.0,20.0,5.0,11.0,17.0,17.0,1.0,0.0,0.0,3.0,2.0,B
29.0,67.0,0.0,2.0,16.0,4.0,16.0,697.0,317.0,72.0,13561.0,0.0,26.0,27.0,31.0,1.0,0.0,3.0,0.308,10.0,0.333,6.0,4.0,2.0,15.0,10.0,23.0,40.0,4.0,10.0,15.0,8.0,6.0,13.0,15.0,29.0,2.0,2.0,1.0,0.0,0.0,D
17.0,65.0,0.0,2.0,18.0,6.0,8.0,876.0,337.0,86.0,15017.0,0.0,35.0,39.0,24.0,0.0,0.0,1.0,0.2,20.0,0.0,0.0,1.0,0.0,16.0,6.0,14.0,20.0,1.0,20.0,0.0,20.0,5.0,12.0,16.0,16.0,0.0,2.0,1.0,0.0,2.0,B
113.0,62.0,0.0,2.0,40.0,5.0,2.0,944.0,395.0,80.0,13714.0,0.0,42.0,33.0,27.0,0.0,0.0,4.0,0.316,5.0,0.3,5.0,6.0,3.0,16.0,27.0,63.0,79.0,15.0,5.27,2.0,5.0,6.0,14.0,16.0,105.0,8.0,3.0,1.0,1.0,0.0,E
137.0,60.0,0.0,2.0,18.0,5.0,0.0,876.0,337.0,86.0,15017.0,0.0,35.0,39.0,24.0,1.0,1.0,3.0,0.227,10.4,0.364,10.5,5.0,4.0,20.0,34.0,73.0,126.0,16.0,7.88,7.0,12.0,6.0,13.0,20.0,113.0,12.0,2.0,0.0,3.0,4.0,D
77.0,39.0,0.0,2.0,18.0,6.0,0.0,696.0,367.0,77.0,13480.0,0.0,40.0,47.0,10.0,1.0,1.0,2.0,0.15,12.67,0.222,15.0,3.0,2.0,16.0,22.0,56.0,135.0,15.0,9.0,11.0,16.0,6.0,14.0,16.0,75.0,7.0,2.0,0.0,3.0,4.0,B
41.0,41.0,0.0,2.0,18.0,5.0,0.0,876.0,337.0,86.0,15017.0,0.0,35.0,39.0,24.0,0.0,0.0,2.0,0.222,15.25,0.444,15.25,4.0,4.0,17.0,13.0,30.0,61.0,4.0,15.25,10.0,20.0,6.0,12.0,17.0,35.0,4.0,2.0,1.0,3.0,0.0,B
41.0,69.0,0.0,2.0,27.0,4.0,4.0,754.0,313.0,79.0,12332.0,0.0,45.0,36.0,36.0,0.0,0.0,4.0,0.16699999999999998,12.67,0.25,15.0,3.0,2.0,17.0,14.0,37.0,60.0,6.0,10.0,10.0,15.0,6.0,14.0,17.0,44.0,2.0,0.0,0.0,0.0,0.0,D
137.0,58.90636200672583,0.0,3.0,52.0,5.0,0.0,423.0,208.0,55.0,9445.0,0.0,25.0,37.0,32.0,1.0,3.0,1.0,0.16699999999999998,8.0,0.125,9.0,3.0,1.0,26.0,28.0,66.0,92.0,21.0,4.38,8.0,10.0,4.0,9.0,26.0,127.0,13.0,1.0,1.0,3.0,0.0,D
77.0,47.0,0.0,2.0,40.0,7.0,0.0,718.0,471.0,81.0,18190.0,0.0,32.0,31.0,24.0,1.0,0.0,4.0,0.3,12.83,0.455,10.4,6.0,5.0,18.0,23.0,57.0,144.0,13.0,11.08,20.0,25.0,6.0,15.0,18.0,76.0,10.0,3.0,0.0,3.0,0.0,B
101.0,59.08843465125268,0.0,1.0,24.0,4.0,0.0,345.0,236.0,73.0,11866.0,0.0,32.0,21.0,31.0,0.0,0.0,1.0,0.053,30.0,0.111,30.0,1.0,1.0,24.0,24.0,58.0,130.0,7.0,18.57,20.0,30.0,6.0,11.0,24.0,91.0,5.0,0.0,0.0,1.0,0.0,A
137.0,86.0,0.0,2.0,43.0,2.0,1.0,413.0,214.0,50.0,6780.0,0.0,12.0,29.0,46.0,1.0,1.0,2.0,0.19,10.0,0.091,11.0,4.0,1.0,21.0,32.0,73.0,171.0,19.0,9.0,10.0,11.0,6.0,13.0,21.0,130.0,11.0,1.0,0.0,0.0,4.0,D
77.0,49.0,0.0,1.0,34.0,4.0,0.0,700.0,322.0,46.0,14360.0,0.0,30.0,41.0,24.0,0.0,0.0,2.0,0.16699999999999998,12.5,0.25,15.0,2.0,1.0,15.0,9.0,27.0,68.0,6.0,11.33,5.0,15.0,3.0,7.0,15.0,66.0,3.0,3.0,0.0,3.0,0.0,D
137.0,49.0,0.0,2.0,49.0,3.7041220413577776,0.0,684.0,280.0,81.0,11763.0,0.0,41.0,38.0,29.0,1.0,1.0,2.0,0.095,18.0,0.1,17.0,2.0,1.0,17.0,32.0,80.0,244.0,20.0,12.2,15.0,19.0,6.0,14.0,17.0,120.0,11.0,1.0,0.0,2.0,4.0,B
41.0,50.0,0.0,1.0,42.0,5.0,4.0,902.0,374.0,82.0,20810.0,0.0,40.0,16.0,58.0,0.0,0.0,2.0,0.1,25.0,0.111,25.0,2.0,1.0,22.0,15.0,37.0,75.0,4.0,18.75,20.0,25.0,6.0,13.0,22.0,44.0,2.0,1.0,0.0,0.0,0.0,B
89.0,58.41118172174368,0.0,2.0,44.0,3.795973766059207,0.0,756.0,333.0,84.0,14127.0,0.0,38.0,56.0,16.0,1.0,1.0,2.0,0.1,10.0,0.0,0.0,2.0,0.0,18.0,25.0,59.0,114.0,13.0,8.77,6.0,10.0,6.0,13.0,18.0,87.0,6.0,1.0,0.0,2.0,4.0,C
29.0,49.99445691635528,0.0,1.0,24.0,4.640282492680247,0.0,747.0,373.0,79.0,13628.0,3.0,32.0,74.0,13.0,0.0,0.0,2.0,0.231,10.0,0.333,10.0,3.0,2.0,19.0,10.0,25.0,30.0,3.0,10.0,10.0,15.0,6.0,14.0,19.0,29.0,2.0,0.0,0.0,2.0,0.0,D
41.0,49.0,0.0,2.0,46.0,4.0,0.0,511.0,268.0,80.0,12388.0,0.0,56.0,34.0,34.0,0.0,0.0,2.0,0.15,20.0,0.1,20.0,3.0,1.0,21.0,15.0,35.0,80.0,5.0,16.0,15.0,20.0,6.0,12.0,21.0,41.0,2.0,1.0,1.0,3.0,0.0,B
77.0,59.0,0.0,2.0,46.0,4.0,6.0,409.0,260.0,75.0,12054.0,0.0,39.0,32.0,37.0,1.0,1.0,2.0,0.14300000000000002,36.0,0.091,33.0,3.0,1.0,18.0,24.0,57.0,320.0,12.0,26.67,29.0,39.0,6.0,13.0,18.0,69.0,5.0,1.0,1.0,0.0,4.0,B
